p-value	q-value	term_goid	term_category	term_level	term_name	members_input_overlap	members_input_overlap_geneids	size	effective_size
0.00633409495308	0.0717864094682	GO:0055114	b	2	oxidation-reduction process	30; 34; 1962; 2168; 2731; 8659; 51179; 23600; 26061; 58472	ALDH4A1; HACL1; GLDC; AMACR; ACAA1; SQOR; FABP1; HAO2; EHHADH; ACADM	514	288
0.00655730835268	0.0569080689179	GO:0003071	b	4	renal system process involved in regulation of systemic arterial blood pressure	1579; 66002	CYP4F12; CYP4A11	23	9
0.00655730835268	0.0393438501161	GO:0016863	m	4	intramolecular oxidoreductase activity, transposing C=C bonds	1962; 2938	EHHADH; GSTA1	15	9
0.00674050633464	0.0578890544034	GO:0050891	b	3	multicellular organismal water homeostasis	1579; 3848; 66002	CYP4F12; KRT1; CYP4A11	72	28
0.00723345737361	0.027125465151	GO:0000323	c	5	lytic vacuole	12; 338; 1075; 1356; 4126; 5641; 6520; 7276; 8635; 8876; 11240	SERPINA3; APOB; MANBA; LGMN; SLC3A2; TTR; CTSC; VNN1; PADI2; CP; RNASET2	705	341
0.00744358007061	0.0534584386889	GO:0030104	b	5	water homeostasis	1579; 66002; 3848	CYP4F12; KRT1; CYP4A11	79	29
0.00812268827707	0.0426441134546	GO:0008391	m	4	arachidonic acid monooxygenase activity	1579; 66002	CYP4F12; CYP4A11	20	10
0.00818854128222	0.0686143286752	GO:0003073	b	4	regulation of systemic arterial blood pressure	1066; 1579; 66002	CES1; CYP4F12; CYP4A11	89	30
0.00857653476121	0.0441078930577	GO:0060205	c	4	cytoplasmic vesicle lumen	12; 30; 338; 1075; 1116; 7276; 8635; 11240	SERPINA3; APOB; TTR; CTSC; ACAA1; PADI2; CHI3L1; RNASET2	340	210
0.00860295357841	0.0818973183954	GO:0061134	m	3	peptidase regulator activity	12; 1075; 1293; 1474; 5104	CTSC; SERPINA3; CST6; COL6A3; SERPINA5	233	91
0.00876194648827	0.0851160516003	GO:0006955	b	2	immune response	12; 30; 338; 1075; 1116; 3848; 4126; 4360; 5169; 5641; 7276; 8635; 8876; 8942; 8972; 11240; 117159; 26007	MRC1; SERPINA3; APOB; LGMN; MANBA; TTR; MGAM; CTSC; ACAA1; TKFC; ENPP3; KRT1; KYNU; CHI3L1; VNN1; RNASET2; DCD; PADI2	2409	721
0.00879163860066	0.0554155410335	GO:0031982	c	3	vesicle	12; 30; 338; 1075; 1116; 1292; 1293; 1356; 1428; 1474; 2168; 2710; 2938; 3081; 3848; 3881; 4126; 4360; 5104; 5169; 5641; 5950; 6520; 7276; 8635; 8876; 8972; 9332; 9356; 10924; 11240; 51056; 117159; 23475; 26007	KRT31; LAP3; GSTA1; KRT1; CHI3L1; FABP1; RNASET2; MRC1; SERPINA3; APOB; SERPINA5; TTR; MGAM; ACAA1; CST6; VNN1; QPRT; CTSC; ENPP3; CRYM; PADI2; RBP4; HGD; CP; GK; SMPDL3A; MANBA; LGMN; SLC3A2; CD163; TKFC; SLC22A6; COL6A3; COL6A2; DCD	3959	1780
0.00881610880079	0.0554155410335	GO:0031983	c	3	vesicle lumen	12; 30; 338; 1075; 1116; 7276; 8635; 11240	SERPINA3; APOB; TTR; CTSC; ACAA1; PADI2; CHI3L1; RNASET2	341	211
0.00897593909156	0.0583078398924	GO:0046503	b	5	glycerolipid catabolic process	338; 1373; 2168	APOB; CPS1; FABP1	75	31
0.00904936519805	0.0583078398924	GO:0033559	b	5	unsaturated fatty acid metabolic process	30; 1579; 66002; 2938	CYP4F12; ACAA1; CYP4A11; GSTA1	118	59
0.00932943983848	0.0583078398924	GO:0006869	b	5	lipid transport	338; 1066; 1579; 2168; 5104; 5950	CYP4A11; SERPINA5; CES1; RBP4; FABP1; APOB	364	130
0.00941002202974	0.0439134361388	GO:0031406	m	4	carboxylic acid binding	1373; 2168; 2731; 2938; 5104	SERPINA5; GLDC; GSTA1; CPS1; FABP1	228	93
0.00959496099494	0.0583078398924	GO:0001894	b	5	tissue homeostasis	12; 3848; 5745; 5950	PTH1R; KRT1; SERPINA3; RBP4	231	60
0.00960443930333	0.0779026743492	GO:0006952	b	3	defense response	12; 338; 1075; 1116; 3848; 4360; 5169; 5641; 8635; 8876; 8942; 9332; 117159; 26007	MRC1; SERPINA3; APOB; LGMN; CD163; CTSC; ENPP3; TKFC; KRT1; KYNU; CHI3L1; VNN1; RNASET2; DCD	1876	508
0.00980627530986	0.0747092633286	GO:0044275	b	4	cellular carbohydrate catabolic process	2710; 8972; 26007	MGAM; GK; TKFC	51	32
0.00983825689924	0.0747092633286	GO:0019400	b	4	alditol metabolic process	2710; 26007	GK; TKFC	24	11
0.00983825689924	0.0747092633286	GO:0042182	b	4	ketone catabolic process	8942; 66002	CYP4F12; KYNU	12	11
0.00983825689924	0.030920235969	GO:0015301	m	5	anion:anion antiporter activity	9356; 10861	SLC26A1; SLC22A6	32	11
